TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,,,,,,,,,,
BOS,1/13/17,BOS @ ATL,W,239,103,36,83,43.4,17,44,38.6,14,19,73.7,9,34,43,22,7,3,12,16,2,,,,,,,,,,
CHA,1/13/17,CHA @ PHI,L,240,93,28,85,32.9,6,23,26.1,31,32,96.9,16,25,41,11,12,2,19,19,-9,,,,,,,,,,
CLE,1/13/17,CLE @ SAC,W,241,120,44,87,50.6,15,37,40.5,17,22,77.3,10,29,39,27,11,3,12,20,12,,,,,,,,,,
DET,1/13/17,DET @ UTA,L,240,77,30,76,39.5,6,17,35.3,11,16,68.8,3,32,35,15,5,4,13,16,-33,,,,,,,,,,
HOU,1/13/17,HOU vs. MEM,L,241,105,33,82,40.2,10,41,24.4,29,36,80.6,10,21,31,19,9,2,12,20,-5,,,,,,,,,,
MEM,1/13/17,MEM @ HOU,W,240,110,41,76,53.9,10,27,37,18,27,66.7,8,37,45,25,8,3,22,29,5,,,,,,,,,,
MIA,1/13/17,MIA @ MIL,L,240,108,41,83,49.4,12,32,37.5,14,18,77.8,4,23,27,33,6,8,8,21,-8,,,,,,,,,,
MIL,1/13/17,MIL vs. MIA,W,240,116,40,80,50,9,15,60,27,31,87.1,13,33,46,28,8,6,11,18,8,,,,,,,,,,
MIN,1/13/17,MIN vs. OKC,W,240,96,39,86,45.3,5,18,27.8,13,14,92.9,9,33,42,21,11,6,15,22,10,,,,,,,,,,
OKC,1/13/17,OKC @ MIN,L,240,86,33,85,38.8,3,20,15,17,21,81,16,31,47,19,10,2,18,21,-10,,,,,,,,,,
ORL,1/13/17,ORL @ POR,W,240,115,41,83,49.4,10,18,55.6,23,26,88.5,9,36,45,21,5,5,15,19,6,,,,,,,,,,
PHI,1/13/17,PHI vs. CHA,W,239,102,36,76,47.4,14,38,36.8,16,20,80,10,28,38,26,12,9,20,27,9,,,,,,,,,,
POR,1/13/17,POR vs. ORL,L,239,109,39,97,40.2,10,34,29.4,21,25,84,12,31,43,19,6,9,9,20,-6,,,,,,,,,,
SAC,1/13/17,SAC vs. CLE,L,241,108,42,80,52.5,9,25,36,15,19,78.9,11,31,42,23,7,5,21,22,-12,,,,,,,,,,
TOR,1/13/17,TOR vs. BKN,W,240,132,52,97,53.6,11,28,39.3,17,21,81,13,36,49,21,7,9,8,17,19,,,,,,,,,,
UTA,1/13/17,UTA vs. DET,W,240,110,43,80,53.8,16,31,51.6,8,13,61.5,7,40,47,22,10,6,12,14,33,,,,,,,,,,
BKN,1/12/17,BKN vs. NOP,L,241,95,40,97,41.2,9,42,21.4,6,11,54.5,7,43,50,22,10,6,16,20,-9,,,,,,,,,,
CHI,1/12/17,CHI @ NYK,L,240,89,35,89,39.3,3,18,16.7,16,21,76.2,14,29,43,20,5,4,12,12,-15,,,,,,,,,,
DAL,1/12/17,DAL @ PHX,W,238,113,43,89,48.3,15,34,44.1,12,17,70.6,8,24,32,29,11,7,9,20,5,,,,,,,,,,
DEN,1/12/17,DEN vs. IND,W,240,140,52,90,57.8,15,32,46.9,21,23,91.3,12,35,47,37,10,5,15,16,28,,,,,,,,,,
DET,1/12/17,DET @ GSW,L,241,107,43,88,48.9,6,28,21.4,15,20,75,9,31,40,20,10,4,19,19,-20,,,,,,,,,,
GSW,1/12/17,GSW vs. DET,W,240,127,50,89,56.2,15,29,51.7,12,18,66.7,6,31,37,39,14,4,18,14,20,,,,,,,,,,
IND,1/12/17,IND @ DEN,L,239,112,44,94,46.8,12,29,41.4,12,13,92.3,12,22,34,26,9,4,16,15,-28,,,,,,,,,,
LAL,1/12/17,LAL @ SAS,L,241,94,35,85,41.2,6,20,30,18,25,72,9,20,29,23,6,3,9,25,-40,,,,,,,,,,
NOP,1/12/17,NOP @ BKN,W,239,104,38,90,42.2,11,32,34.4,17,25,68,9,41,50,16,12,4,16,16,9,,,,,,,,,,
NYK,1/12/17,NYK vs. CHI,W,240,104,44,92,47.8,7,23,30.4,9,11,81.8,17,31,48,21,3,7,12,17,15,,,,,,,,,,
PHX,1/12/17,PHX vs. DAL,L,240,108,38,78,48.7,10,18,55.6,22,27,81.5,13,34,47,15,2,4,19,23,-5,,,,,,,,,,
SAS,1/12/17,SAS vs. LAL,W,240,134,49,81,60.5,10,21,47.6,26,29,89.7,7,39,46,32,5,5,12,20,40,,,,,,,,,,
BOS,1/11/17,BOS vs. WAS,W,239,117,43,85,50.6,17,41,41.5,14,18,77.8,10,35,45,20,5,7,14,10,9,,,,,,,,,,
CLE,1/11/17,CLE @ POR,L,240,86,28,82,34.1,9,30,30,21,28,75,13,35,48,14,5,4,15,20,-16,,,,,,,,,,
HOU,1/11/17,HOU @ MIN,L,239,105,36,87,41.4,15,42,35.7,18,22,81.8,7,25,32,23,7,4,15,23,-14,,,,,,,,,,
LAC,1/11/17,LAC vs. ORL,W,241,105,39,76,51.3,9,26,34.6,18,26,69.2,9,40,49,23,11,5,21,20,9,,,,,,,,,,
MEM,1/11/17,MEM @ OKC,L,240,95,38,92,41.3,7,24,29.2,12,21,57.1,13,26,39,18,11,5,10,26,-8,,,,,,,,,,
MIN,1/11/17,MIN vs. HOU,W,241,119,44,81,54.3,8,23,34.8,23,25,92,9,40,49,31,8,9,17,19,14,,,,,,,,,,
NYK,1/11/17,NYK @ PHI,L,240,97,42,86,48.8,4,22,18.2,9,10,90,8,32,40,20,7,8,13,22,-1,,,,,,,,,,
OKC,1/11/17,OKC vs. MEM,W,241,103,36,81,44.4,8,26,30.8,23,29,79.3,11,42,53,21,5,4,16,18,8,,,,,,,,,,
ORL,1/11/17,ORL @ LAC,L,239,96,39,92,42.4,6,27,22.2,12,18,66.7,6,29,35,21,8,3,13,21,-9,,,,,,,,,,
PHI,1/11/17,PHI vs. NYK,W,239,98,37,95,38.9,7,28,25,17,21,81,18,29,47,27,7,1,14,12,1,,,,,,,,,,
POR,1/11/17,POR vs. CLE,W,241,102,40,93,43,10,30,33.3,12,16,75,13,38,51,29,6,9,9,17,16,,,,,,,,,,
WAS,1/11/17,WAS @ BOS,L,240,108,45,105,42.9,10,26,38.5,8,12,66.7,16,28,44,28,10,3,7,13,-9,,,,,,,,,,
ATL,1/10/17,ATL @ BKN,W,240,117,44,92,47.8,7,23,30.4,22,38,57.9,15,38,53,25,11,12,12,17,20,,,,,,,,,,
BKN,1/10/17,BKN vs. ATL,L,239,97,35,87,40.2,10,29,34.5,17,23,73.9,14,34,48,22,5,4,17,24,-20,,,,,,,,,,
BOS,1/10/17,BOS @ TOR,L,241,106,40,85,47.1,9,27,33.3,17,20,85,6,27,33,21,7,3,14,20,-8,,,,,,,,,,
CHA,1/10/17,CHA @ HOU,L,240,114,44,92,47.8,19,43,44.2,7,9,77.8,5,38,43,30,3,4,11,21,-7,,,,,,,,,,
CHI,1/10/17,CHI @ WAS,L,240,99,35,88,39.8,10,27,37,19,21,90.5,12,32,44,19,10,2,17,18,-2,,,,,,,,,,
CLE,1/10/17,CLE @ UTA,L,240,92,31,85,36.5,9,31,29,21,25,84,13,29,42,15,6,2,16,19,-8,,,,,,,,,,
DET,1/10/17,DET @ SAC,L,240,94,36,82,43.9,12,27,44.4,10,16,62.5,8,27,35,14,12,9,12,24,-6,,,,,,,,,,
GSW,1/10/17,GSW vs. MIA,W,242,107,39,86,45.3,11,27,40.7,18,22,81.8,5,43,48,28,6,7,11,16,12,,,,,,,,,,
HOU,1/10/17,HOU vs. CHA,W,241,121,40,82,48.8,17,39,43.6,24,33,72.7,6,38,44,25,8,5,10,17,7,,,,,,,,,,
LAL,1/10/17,LAL vs. POR,L,241,87,32,83,38.6,9,24,37.5,14,26,53.8,9,29,38,18,7,5,10,18,-21,,,,,,,,,,
MIA,1/10/17,MIA @ GSW,L,241,95,38,90,42.2,6,30,20,13,17,76.5,6,40,46,25,6,4,11,22,-12,,,,,,,,,,
MIL,1/10/17,MIL @ SAS,W,239,109,44,84,52.4,10,19,52.6,11,13,84.6,11,27,38,32,8,6,12,18,2,,,,,,,,,,
POR,1/10/17,POR @ LAL,W,241,108,43,85,50.6,7,21,33.3,15,20,75,9,41,50,25,6,9,11,21,21,,,,,,,,,,
SAC,1/10/17,SAC vs. DET,W,239,100,32,73,43.8,13,23,56.5,23,29,79.3,12,33,45,21,6,3,16,17,6,,,,,,,,,,
SAS,1/10/17,SAS vs. MIL,L,241,107,42,88,47.7,12,30,40,11,14,78.6,13,28,41,22,5,7,14,10,-2,,,,,,,,,,
TOR,1/10/17,TOR vs. BOS,W,240,114,41,87,47.1,10,22,45.5,22,27,81.5,17,33,50,17,9,7,17,21,8,,,,,,,,,,
UTA,1/10/17,UTA vs. CLE,W,238,100,38,79,48.1,13,34,38.2,11,19,57.9,11,35,46,22,8,4,18,21,8,,,,,,,,,,
WAS,1/10/17,WAS vs. CHI,W,241,101,42,83,50.6,11,22,50,6,9,66.7,7,35,42,24,8,6,21,24,2,,,,,,,,,,
CHI,1/9/17,CHI vs. OKC,L,239,94,34,83,41,7,19,36.8,19,22,86.4,9,29,38,18,7,2,11,13,-15,,,,,,,,,,
DAL,1/9/17,DAL @ MIN,L,240,92,36,78,46.2,13,28,46.4,7,9,77.8,5,20,25,24,3,2,14,21,-9,,,,,,,,,,
MIN,1/9/17,MIN vs. DAL,W,239,101,40,71,56.3,6,16,37.5,15,21,71.4,9,33,42,30,11,4,18,24,9,,,,,,,,,,
NOP,1/9/17,NOP @ NYK,W,238,110,41,84,48.8,12,27,44.4,16,19,84.2,8,31,39,24,11,7,8,14,14,,,,,,,,,,
NYK,1/9/17,NYK vs. NOP,L,241,96,36,85,42.4,11,29,37.9,13,16,81.3,12,33,45,17,5,4,14,18,-14,,,,,,,,,,
OKC,1/9/17,OKC @ CHI,W,241,109,47,83,56.6,7,24,29.2,8,11,72.7,6,36,42,30,5,5,12,17,15,,,,,,,,,,
BKN,1/8/17,BKN vs. PHI,L,239,95,36,78,46.2,10,27,37,13,17,76.5,4,36,40,21,6,8,22,23,-10,,,,,,,,,,
CLE,1/8/17,CLE @ PHX,W,240,120,44,82,53.7,15,34,44.1,17,19,89.5,13,25,38,15,8,5,20,12,4,,,,,,,,,,
DET,1/8/17,DET @ POR,W,289,125,54,105,51.4,8,25,32,9,12,75,6,35,41,19,14,3,9,16,1,,,,,,,,,,
GSW,1/8/17,GSW @ SAC,W,240,117,45,89,50.6,10,29,34.5,17,20,85,13,33,46,33,11,6,17,22,11,,,,,,,,,,
HOU,1/8/17,HOU @ TOR,W,241,129,46,89,51.7,11,38,28.9,26,31,83.9,10,29,39,27,9,6,15,22,7,,,,,,,,,,
LAC,1/8/17,LAC vs. MIA,W,240,98,36,86,41.9,9,30,30,17,25,68,9,42,51,27,8,3,11,20,12,,,,,,,,,,
LAL,1/8/17,LAL vs. ORL,W,240,111,42,87,48.3,8,32,25,19,24,79.2,6,41,47,23,8,5,13,21,16,,,,,,,,,,
MEM,1/8/17,MEM vs. UTA,W,240,88,34,78,43.6,9,24,37.5,11,14,78.6,5,32,37,19,11,2,13,23,9,,,,,,,,,,
MIA,1/8/17,MIA @ LAC,L,240,86,31,84,36.9,7,27,25.9,17,21,81,11,39,50,14,6,5,15,21,-12,,,,,,,,,,
MIL,1/8/17,MIL vs. WAS,L,242,101,37,80,46.3,9,23,39.1,18,20,90,5,27,32,25,14,3,16,20,-6,,,,,,,,,,
ORL,1/8/17,ORL @ LAL,L,240,95,34,90,37.8,7,26,26.9,20,29,69,18,36,54,24,5,3,18,20,-16,,,,,,,,,,
PHI,1/8/17,PHI @ BKN,W,241,105,37,94,39.4,8,27,29.6,23,27,85.2,6,40,46,19,11,5,13,17,10,,,,,,,,,,
PHX,1/8/17,PHX vs. CLE,L,240,116,46,87,52.9,9,27,33.3,15,19,78.9,13,23,36,23,12,7,14,19,-4,,,,,,,,,,
POR,1/8/17,POR vs. DET,L,289,124,51,98,52,15,35,42.9,7,12,58.3,7,35,42,36,5,5,16,11,-1,,,,,,,,,,
SAC,1/8/17,SAC vs. GSW,L,238,106,36,74,48.6,11,28,39.3,23,29,79.3,1,30,31,21,13,5,18,17,-11,,,,,,,,,,
TOR,1/8/17,TOR vs. HOU,L,241,122,42,78,53.8,11,25,44,27,30,90,4,35,39,19,7,3,17,25,-7,,,,,,,,,,
UTA,1/8/17,UTA @ MEM,L,241,79,28,72,38.9,9,23,39.1,14,23,60.9,11,32,43,14,8,3,17,19,-9,,,,,,,,,,
WAS,1/8/17,WAS @ MIL,W,240,107,41,84,48.8,10,32,31.3,15,18,83.3,13,36,49,23,10,4,19,22,6,,,,,,,,,,
ATL,1/7/17,ATL @ DAL,W,241,97,30,74,40.5,11,22,50,26,32,81.3,6,41,47,19,8,1,10,15,15,,,,,,,,,,
BOS,1/7/17,BOS vs. NOP,W,240,117,40,93,43,18,36,50,19,21,90.5,15,32,47,26,6,5,10,22,9,,,,,,,,,,
CHA,1/7/17,CHA @ SAS,L,241,85,30,75,40,4,21,19,21,25,84,8,40,48,18,5,4,15,14,-17,,,,,,,,,,
CHI,1/7/17,CHI vs. TOR,W,265,123,38,97,39.2,11,28,39.3,36,39,92.3,17,43,60,25,5,2,14,27,5,,,,,,,,,,
DAL,1/7/17,DAL vs. ATL,L,241,82,32,82,39,9,36,25,9,10,90,6,35,41,18,7,3,14,25,-15,,,,,,,,,,
DEN,1/7/17,DEN @ OKC,L,240,106,40,99,40.4,9,24,37.5,17,24,70.8,15,38,53,18,7,4,12,23,-15,,,,,,,,,,
IND,1/7/17,IND vs. NYK,W,240,123,43,86,50,11,24,45.8,26,28,92.9,12,41,53,25,11,0,19,23,14,,,,,,,,,,
MIN,1/7/17,MIN vs. UTA,L,240,92,35,80,43.8,7,20,35,15,21,71.4,14,34,48,23,3,3,15,21,-2,,,,,,,,,,
NOP,1/7/17,NOP @ BOS,L,239,108,40,85,47.1,10,31,32.3,18,23,78.3,9,33,42,22,7,7,11,20,-9,,,,,,,,,,
NYK,1/7/17,NYK @ IND,L,239,109,40,87,46,12,31,38.7,17,24,70.8,6,26,32,25,9,7,17,24,-14,,,,,,,,,,
OKC,1/7/17,OKC vs. DEN,W,240,121,43,89,48.3,12,36,33.3,23,29,79.3,6,43,49,23,8,11,10,20,15,,,,,,,,,,
SAS,1/7/17,SAS vs. CHA,W,240,102,36,89,40.4,13,34,38.2,17,20,85,9,34,43,29,9,8,7,21,17,,,,,,,,,,
TOR,1/7/17,TOR @ CHI,L,264,118,37,85,43.5,8,31,25.8,36,43,83.7,6,35,41,20,11,5,10,22,-5,,,,,,,,,,
UTA,1/7/17,UTA @ MIN,W,241,94,32,77,41.6,8,23,34.8,22,28,78.6,10,29,39,23,12,6,8,19,2,,,,,,,,,,
BKN,1/6/17,BKN vs. CLE,L,239,108,41,91,45.1,9,30,30,17,19,89.5,10,42,52,21,6,1,19,34,-8,,,,,,,,,,
BOS,1/6/17,BOS vs. PHI,W,241,110,35,87,40.2,19,40,47.5,21,25,84,12,30,42,28,6,11,17,22,4,,,,,,,,,,
CLE,1/6/17,CLE @ BKN,W,239,116,38,88,43.2,9,33,27.3,31,43,72.1,5,41,46,19,14,3,12,16,8,,,,,,,,,,
GSW,1/6/17,GSW vs. MEM,L,265,119,41,83,49.4,8,30,26.7,29,39,74.4,7,37,44,23,7,5,16,21,-9,,,,,,,,,,
HOU,1/6/17,HOU @ ORL,W,240,100,39,86,45.3,15,49,30.6,7,12,58.3,12,33,45,26,12,1,15,15,7,,,,,,,,,,
LAC,1/6/17,LAC @ SAC,W,240,106,39,84,46.4,13,31,41.9,15,21,71.4,8,37,45,28,6,5,8,13,8,,,,,,,,,,
LAL,1/6/17,LAL vs. MIA,W,239,127,48,96,50,10,28,35.7,21,29,72.4,18,44,62,22,6,2,11,22,27,,,,,,,,,,
MEM,1/6/17,MEM @ GSW,W,266,128,50,103,48.5,13,33,39.4,15,19,78.9,14,33,47,29,13,0,12,28,9,,,,,,,,,,
MIA,1/6/17,MIA @ LAL,L,239,100,38,92,41.3,8,32,25,16,27,59.3,11,30,41,17,5,7,10,23,-27,,,,,,,,,,
MIL,1/6/17,MIL vs. NYK,L,240,111,39,78,50,12,22,54.5,21,28,75,6,29,35,24,9,11,14,19,-5,,,,,,,,,,
MIN,1/6/17,MIN @ WAS,L,241,105,42,88,47.7,7,18,38.9,14,17,82.4,12,26,38,22,6,2,10,15,-7,,,,,,,,,,
NYK,1/6/17,NYK @ MIL,W,240,116,41,83,49.4,13,23,56.5,21,27,77.8,11,29,40,29,5,6,14,21,5,,,,,,,,,,
ORL,1/6/17,ORL vs. HOU,L,240,93,38,91,41.8,8,23,34.8,9,13,69.2,19,30,49,18,8,2,15,14,-7,,,,,,,,,,
PHI,1/6/17,PHI @ BOS,L,241,106,37,79,46.8,9,28,32.1,23,26,88.5,4,37,41,30,9,11,15,23,-4,,,,,,,,,,
SAC,1/6/17,SAC vs. LAC,L,240,98,36,87,41.4,9,30,30,17,22,77.3,12,38,50,23,4,3,6,18,-8,,,,,,,,,,
WAS,1/6/17,WAS vs. MIN,W,240,112,46,79,58.2,12,22,54.5,8,9,88.9,5,28,33,31,3,7,13,18,7,,,,,,,,,,
ATL,1/5/17,ATL @ NOP,W,240,99,38,90,42.2,9,23,39.1,14,17,82.4,12,43,55,23,9,6,14,14,5,,,,,,,,,,
BKN,1/5/17,BKN @ IND,L,240,109,41,90,45.6,17,38,44.7,10,13,76.9,8,37,45,22,5,8,13,17,-12,,,,,,,,,,
CHA,1/5/17,CHA @ DET,L,240,114,37,91,40.7,10,26,38.5,30,34,88.2,8,41,49,20,4,5,5,23,-1,,,,,,,,,,
DAL,1/5/17,DAL vs. PHX,L,240,95,36,79,45.6,9,29,31,14,17,82.4,7,24,31,18,6,7,10,20,-7,,,,,,,,,,
DEN,1/5/17,DEN vs. SAS,L,239,99,39,86,45.3,7,25,28,14,17,82.4,11,27,38,25,7,3,13,17,-28,,,,,,,,,,
DET,1/5/17,DET vs. CHA,W,240,115,39,97,40.2,10,28,35.7,27,32,84.4,16,40,56,24,2,6,7,23,1,,,,,,,,,,
HOU,1/5/17,HOU vs. OKC,W,240,118,41,86,47.7,15,39,38.5,21,30,70,9,34,43,27,6,3,9,20,2,,,,,,,,,,
IND,1/5/17,IND vs. BKN,W,240,121,48,93,51.6,10,22,45.5,15,19,78.9,7,37,44,23,7,9,6,12,12,,,,,,,,,,
LAL,1/5/17,LAL @ POR,L,241,109,36,86,41.9,10,31,32.3,27,33,81.8,10,30,40,15,7,3,11,25,-9,,,,,,,,,,
NOP,1/5/17,NOP vs. ATL,L,240,94,34,93,36.6,15,35,42.9,11,14,78.6,15,37,52,19,8,4,15,18,-5,,,,,,,,,,
OKC,1/5/17,OKC @ HOU,L,239,116,41,91,45.1,12,30,40,22,27,81.5,16,38,54,15,6,9,9,21,-2,,,,,,,,,,
PHX,1/5/17,PHX @ DAL,W,240,102,38,85,44.7,7,17,41.2,19,22,86.4,18,35,53,15,4,3,15,21,7,,,,,,,,,,
POR,1/5/17,POR vs. LAL,W,240,118,43,81,53.1,12,33,36.4,20,30,66.7,8,39,47,29,6,5,13,21,9,,,,,,,,,,
SAS,1/5/17,SAS @ DEN,W,240,127,51,90,56.7,12,24,50,13,17,76.5,7,34,41,34,5,8,7,15,28,,,,,,,,,,
TOR,1/5/17,TOR vs. UTA,W,240,101,36,91,39.6,8,21,38.1,21,28,75,21,24,45,14,10,6,4,19,8,,,,,,,,,,
UTA,1/5/17,UTA @ TOR,L,241,93,34,73,46.6,7,20,35,18,21,85.7,12,34,46,16,2,4,18,22,-8,,,,,,,,,,
ATL,1/4/17,ATL @ ORL,W,241,111,44,81,54.3,10,19,52.6,13,18,72.2,3,36,39,27,12,3,12,12,19,,,,,,,,,,
CHA,1/4/17,CHA vs. OKC,W,240,123,37,80,46.3,9,24,37.5,40,49,81.6,10,33,43,25,8,10,11,21,11,,,,,,,,,,
CHI,1/4/17,CHI @ CLE,W,239,106,41,85,48.2,13,30,43.3,11,15,73.3,12,31,43,23,8,3,12,18,12,,,,,,,,,,
CLE,1/4/17,CLE vs. CHI,L,240,94,34,83,41,8,25,32,18,24,75,16,28,44,13,6,2,15,16,-12,,,,,,,,,,
GSW,1/4/17,GSW vs. POR,W,241,125,44,87,50.6,13,36,36.1,24,29,82.8,8,31,39,31,14,9,15,20,8,,,,,,,,,,
LAC,1/4/17,LAC vs. MEM,W,239,115,37,73,50.7,9,23,39.1,32,45,71.1,8,37,45,23,5,5,13,23,9,,,,,,,,,,
MEM,1/4/17,MEM @ LAC,L,239,106,38,88,43.2,11,28,39.3,19,25,76,12,31,43,30,6,5,9,31,-9,,,,,,,,,,
MIA,1/4/17,MIA @ SAC,W,239,107,35,72,48.6,12,28,42.9,25,29,86.2,7,32,39,24,8,9,18,20,5,,,,,,,,,,
MIL,1/4/17,MIL @ NYK,W,242,105,37,78,47.4,9,28,32.1,22,31,71,7,35,42,20,7,5,13,15,1,,,,,,,,,,
NYK,1/4/17,NYK vs. MIL,L,240,104,42,94,44.7,13,28,46.4,7,12,58.3,15,31,46,26,9,3,13,19,-1,,,,,,,,,,
OKC,1/4/17,OKC @ CHA,L,240,112,42,96,43.8,9,30,30,19,23,82.6,14,37,51,22,6,3,14,31,-11,,,,,,,,,,
ORL,1/4/17,ORL vs. ATL,L,240,92,37,86,43,9,28,32.1,9,10,90,10,30,40,19,9,6,17,17,-19,,,,,,,,,,
POR,1/4/17,POR @ GSW,L,239,117,40,89,44.9,12,26,46.2,25,28,89.3,11,33,44,23,8,5,17,26,-8,,,,,,,,,,
SAC,1/4/17,SAC vs. MIA,L,240,102,40,78,51.3,8,20,40,14,17,82.4,4,22,26,26,8,3,16,28,-5,,,,,,,,,,
BOS,1/3/17,BOS vs. UTA,W,240,115,41,74,55.4,17,31,54.8,16,17,94.1,4,28,32,31,5,6,13,22,11,,,,,,,,,,
DAL,1/3/17,DAL vs. WAS,W,239,113,37,78,47.4,17,32,53.1,22,24,91.7,2,40,42,20,4,3,12,21,8,,,,,,,,,,
DEN,1/3/17,DEN vs. SAC,L,238,113,41,82,50,18,38,47.4,13,13,100,4,28,32,29,6,4,14,18,-7,,,,,,,,,,
DET,1/3/17,DET vs. IND,L,240,116,48,97,49.5,10,29,34.5,10,12,83.3,16,26,42,31,5,5,10,19,-5,,,,,,,,,,
IND,1/3/17,IND @ DET,W,240,121,43,74,58.1,9,16,56.3,26,30,86.7,6,28,34,26,7,7,11,8,5,,,,,,,,,,
LAL,1/3/17,LAL vs. MEM,W,240,116,42,82,51.2,17,33,51.5,15,28,53.6,9,34,43,34,5,2,9,23,14,,,,,,,,,,
MEM,1/3/17,MEM @ LAL,L,240,102,30,77,39,10,31,32.3,32,35,91.4,5,34,39,18,6,1,10,16,-14,,,,,,,,,,
MIA,1/3/17,MIA @ PHX,L,240,90,36,91,39.6,6,23,26.1,12,16,75,15,28,43,18,8,4,12,23,-9,,,,,,,,,,
MIN,1/3/17,MIN @ PHI,L,239,91,33,82,40.2,7,24,29.2,18,20,90,9,38,47,20,7,6,17,24,-2,,,,,,,,,,
PHI,1/3/17,PHI vs. MIN,W,239,93,33,85,38.8,7,32,21.9,20,25,80,12,36,48,19,10,7,16,21,2,,,,,,,,,,
PHX,1/3/17,PHX vs. MIA,W,240,99,36,77,46.8,9,23,39.1,18,22,81.8,13,36,49,21,7,7,18,23,9,,,,,,,,,,
SAC,1/3/17,SAC @ DEN,W,240,120,46,88,52.3,11,29,37.9,17,18,94.4,5,28,33,26,7,2,8,13,7,,,,,,,,,,
SAS,1/3/17,SAS vs. TOR,W,240,110,43,78,55.1,13,24,54.2,11,15,73.3,6,37,43,32,7,15,15,18,28,,,,,,,,,,
TOR,1/3/17,TOR @ SAS,L,241,82,31,83,37.3,4,18,22.2,16,22,72.7,14,29,43,8,8,4,12,17,-28,,,,,,,,,,
UTA,1/3/17,UTA @ BOS,L,240,104,38,82,46.3,11,26,42.3,17,21,81,8,27,35,27,7,3,10,17,-11,,,,,,,,,,
WAS,1/3/17,WAS @ DAL,L,240,105,41,92,44.6,11,30,36.7,12,14,85.7,5,33,38,27,6,7,9,19,-8,,,,,,,,,,
BKN,1/2/17,BKN vs. UTA,L,239,89,33,78,42.3,6,27,22.2,17,23,73.9,8,36,44,13,5,5,15,20,-12,,,,,,,,,,
CHA,1/2/17,CHA @ CHI,L,240,111,41,83,49.4,9,19,47.4,20,22,90.9,7,27,34,24,7,3,14,19,-7,,,,,,,,,,
CHI,1/2/17,CHI vs. CHA,W,241,118,42,90,46.7,7,23,30.4,27,29,93.1,15,30,45,23,10,9,10,17,7,,,,,,,,,,
CLE,1/2/17,CLE vs. NOP,W,241,90,34,90,37.8,6,31,19.4,16,22,72.7,11,45,56,16,9,4,11,13,8,,,,,,,,,,
DEN,1/2/17,DEN @ GSW,L,240,119,48,101,47.5,9,35,25.7,14,18,77.8,16,32,48,33,10,2,14,21,-8,,,,,,,,,,
GSW,1/2/17,GSW vs. DEN,W,239,127,50,95,52.6,11,25,44,16,21,76.2,12,31,43,33,7,2,13,14,8,,,,,,,,,,
HOU,1/2/17,HOU vs. WAS,W,240,101,37,86,43,12,39,30.8,15,21,71.4,7,34,41,25,9,9,13,12,10,,,,,,,,,,
LAC,1/2/17,LAC vs. PHX,W,240,109,37,80,46.3,7,16,43.8,28,38,73.7,12,39,51,17,1,11,19,21,11,,,,,,,,,,
MIL,1/2/17,MIL vs. OKC,W,241,98,38,79,48.1,7,19,36.8,15,24,62.5,7,32,39,21,4,4,10,17,4,,,,,,,,,,
NOP,1/2/17,NOP @ CLE,L,240,82,32,88,36.4,11,26,42.3,7,10,70,8,37,45,26,6,6,13,18,-8,,,,,,,,,,
NYK,1/2/17,NYK vs. ORL,L,241,103,39,83,47,8,21,38.1,17,24,70.8,16,30,46,18,7,5,18,17,-12,,,,,,,,,,
OKC,1/2/17,OKC @ MIL,L,241,94,36,78,46.2,9,27,33.3,13,19,68.4,8,32,40,20,7,5,10,20,-4,,,,,,,,,,
ORL,1/2/17,ORL @ NYK,W,241,115,45,91,49.5,15,31,48.4,10,14,71.4,13,26,39,35,10,4,12,20,12,,,,,,,,,,
PHX,1/2/17,PHX @ LAC,L,239,98,39,102,38.2,2,15,13.3,18,22,81.8,19,29,48,22,11,4,12,29,-11,,,,,,,,,,
UTA,1/2/17,UTA @ BKN,W,241,101,39,93,41.9,7,24,29.2,16,20,80,12,34,46,11,9,5,9,19,12,,,,,,,,,,
WAS,1/2/17,WAS @ HOU,L,239,91,38,87,43.7,6,26,23.1,9,12,75,7,38,45,23,9,2,17,21,-10,,,,,,,,,,
ATL,1/1/17,ATL vs. SAS,W,264,114,42,92,45.7,14,28,50,16,27,59.3,11,35,46,25,6,6,11,21,2,,,,,,,,,,
DET,1/1/17,DET @ MIA,W,240,107,42,86,48.8,9,22,40.9,14,22,63.6,10,38,48,16,7,5,12,18,9,,,,,,,,,,
IND,1/1/17,IND vs. ORL,W,240,117,43,86,50,9,22,40.9,22,24,91.7,8,38,46,28,5,5,11,16,13,,,,,,,,,,
LAL,1/1/17,LAL vs. TOR,L,239,114,37,92,40.2,15,32,46.9,25,31,80.6,16,27,43,19,8,3,7,21,-9,,,,,,,,,,
MIA,1/1/17,MIA vs. DET,L,240,98,35,77,45.5,14,26,53.8,14,18,77.8,3,31,34,25,6,4,10,22,-9,,,,,,,,,,
MIN,1/1/17,MIN vs. POR,L,242,89,35,87,40.2,7,23,30.4,12,18,66.7,13,34,47,21,11,5,16,25,-6,,,,,,,,,,
ORL,1/1/17,ORL @ IND,L,241,104,42,97,43.3,10,38,26.3,10,11,90.9,10,32,42,25,6,7,10,22,-13,,,,,,,,,,
